"SHOW","THIS.WEEK.GROSS...POTENTIAL.GROSS","DIFF..","AVG.TICKET...TOP.TICKET","SEATS.SOLD...SEATS.IN.THEATRE","PERFS.PREVIEWS","X..CAP","DIFF...CAP","WEEK.DATE"
"Jersey Boys",781211,-49352.2,92.7,8427,8,85.78,-4.08,"2016-10-30"
"Kinky Boots",688765.5,-171326,89.69,7679,8,67.41,-11.93,"2016-10-30"
"Les Liaisons Dangereuses",575551.4,-127441,101.67,5661,1,90.95,1.94,"2016-10-30"
"Lewis Black: Black to the Future",137677,4735,91.24,1509,1,92.8,6.64,"2016-10-30"
"The Lion King",1837613,-134283,137.7,13345,8,98.36,-1.04,"2016-10-30"
"Matilda The Musical",693491.05,-167300.85,74.81,9270,8,80.92,-12.36,"2016-10-30"
"Natasha Pierre & The Great Comet of 1812",1065151.4,-66767.6,123.8,8604,0,94.67,-0.91,"2016-10-30"
"Oh Hello on Broadway",492715.24,-52312.26,79.38,6207,8,85.17,-1.08,"2016-10-30"
"On Your Feet!",705543.6,-175612.8,92.51,7627,8,58.63,-18.46,"2016-10-30"
"The Phantom of the Opera",839631.64,-75853.16,87.28,9620,8,74.92,-7.16,"2016-10-30"
"School of Rock – The Musical",827448,-198576.3,87.71,9434,8,78.88,-11.02,"2016-10-30"
"Something Rotten!",494814,-141104.5,80.37,6157,8,46.17,-26.96,"2016-10-30"
"Waitress",826258.7,-156555.2,111.4,7417,8,88.72,-5.3,"2016-10-30"
"Wicked",1456974,-225094,110.53,13182,8,91.19,-7.9,"2016-10-30"
"Aladdin",1469578,-6964,109.32,13443,8,97.3,0.19,"2016-10-23"
"Beautiful: The Carole King Musical",1009281.9,-16566.9,122.89,8213,8,100.06,-0.59,"2016-10-23"
"The Book of Mormon",1368426,7629,156.52,8743,8,102.52,0.06,"2016-10-23"
"Cats",899309,-60979.5,100.16,8979,8,81.63,-3.4,"2016-10-23"
"The Cherry Orchard",372399.1,48562.9,74.97,4967,8,85.05,-10.26,"2016-10-23"
"Chicago",621356.91,7735.06,82.64,7519,8,87.03,3.29,"2016-10-23"
"Cirque du Soleil Paramour",1060597.1,117965.25,83.84,12650,8,83.4,9.16,"2016-10-23"
"The Color Purple",670336.61,24539.49,92.12,7277,8,86.55,2.89,"2016-10-23"
"The Encounter",347331.42,15834.42,87.44,3972,8,65.76,-2.53,"2016-10-23"
"Falsettos",450088.3,-7488.7,65.95,6825,0,91.54,0.93,"2016-10-23"
"Fiddler on the Roof",780066.63,104379.18,84.39,9244,8,67.69,8.63,"2016-10-23"
"Frankie Valli and the Four Seasons On Broadway",580289,0,138.99,4175,3,92.53,0,"2016-10-23"
"The Front Page",1104890,-173917,115.76,9545,5,101.37,0.4,"2016-10-23"
"Hamilton",1993088,-170766.5,185.7,10733,8,101.56,-0.2,"2016-10-23"
"Heisenberg",429488.6,132400.6,86.36,4973,8,93.9,-1.4,"2016-10-23"
"Holiday Inn The New Irving Berlin Musical",473761.3,-12464.4,84.4,5613,8,70.3,-10.96,"2016-10-23"
"The Humans",651897.18,60337.28,95.36,6836,8,82.56,2.05,"2016-10-23"
"Jersey Boys",830563.2,38159.7,94.08,8828,8,89.86,4.33,"2016-10-23"
"Kinky Boots",860091.5,47199.5,95.16,9038,8,79.34,5.99,"2016-10-23"
"Les Liaisons Dangereuses",702992.4,58401.8,126.89,5540,0,89.01,0.77,"2016-10-23"
"Lewis Black: Black to the Future",132942,-38942,94.89,1401,1,86.16,-13.84,"2016-10-23"
"The Lion King",1971896,9151,146.22,13486,8,99.4,-0.2,"2016-10-23"
"Matilda The Musical",860791.9,40133.14,80.55,10686,8,93.28,3.34,"2016-10-23"
"Natasha Pierre & The Great Comet of 1812",1131919,0,130.32,8686,0,95.58,0,"2016-10-23"
"Oh Hello on Broadway",545027.5,80371.1,86.7,6286,8,86.25,0.11,"2016-10-23"
"On Your Feet!",881156.4,66019.1,87.87,10028,8,77.09,9.13,"2016-10-23"
"The Phantom of the Opera",915484.8,-56409.56,86.87,10539,8,82.08,-2.47,"2016-10-23"
"School of Rock – The Musical",1026024.3,-12455.02,95.43,10752,8,89.9,-2.91,"2016-10-23"
"Something Rotten!",635918.5,8989.5,78.66,8084,8,73.13,0.63,"2016-10-23"
"Waitress",982813.9,20842.5,125.04,7860,8,94.02,-1,"2016-10-23"
"Wicked",1682068,28920,117.42,14325,8,99.09,1.97,"2016-10-23"
"Aladdin",1476542,-59069,110.05,13417,8,97.11,-1.18,"2016-10-16"
"Beautiful: The Carole King Musical",1025848.8,35710.6,124.18,8261,8,100.65,0.6,"2016-10-16"
"The Book of Mormon",1360797,-56437,155.73,8738,8,102.46,0.3,"2016-10-16"
"Cats",960288.5,-41502.5,102.67,9353,8,85.03,2.1,"2016-10-16"
"The Cherry Orchard",323836.2,-10846.6,58.18,5566,1,95.31,8.85,"2016-10-16"
"Chicago",613621.85,-7102.1,84.81,7235,8,83.74,-0.76,"2016-10-16"
"Cirque du Soleil Paramour",942631.85,12985.6,83.71,11261,8,74.24,1.56,"2016-10-16"
"The Color Purple",645797.12,-9514.82,91.81,7034,8,83.66,0.52,"2016-10-16"
"The Encounter",331497,-5368,80.36,4125,8,68.29,-13.63,"2016-10-16"
"Falsettos",457577,53147.3,67.73,6756,0,90.61,6.34,"2016-10-16"
"Fiddler on the Roof",675687.45,15143.75,83.78,8065,8,59.06,0.62,"2016-10-16"
"The Front Page",1278807,57382,134.51,9507,0,100.97,0.65,"2016-10-16"
"Hamilton",2163854.5,-50263.5,201.21,10754,8,101.76,-0.01,"2016-10-16"
"Heisenberg",297088,-37358,58.86,5047,5,95.3,0.55,"2016-10-16"
"Holiday Inn The New Irving Berlin Musical",486225.7,81911,74.94,6488,8,81.26,-1.49,"2016-10-16"
"The Humans",591559.9,-10196.1,88.74,6666,8,80.51,2.54,"2016-10-16"
"Jersey Boys",792403.5,40532.01,94.31,8402,8,85.53,4.49,"2016-10-16"
"Kinky Boots",812892,-1957.5,97.28,8356,8,73.35,0.48,"2016-10-16"
"Les Liaisons Dangereuses",644590.6,539413.6,117.37,5492,0,88.24,-11.76,"2016-10-16"
"Lewis Black: Black to the Future",171884,0,105.71,1626,1,100,0,"2016-10-16"
"The Lion King",1962745,-93183,145.24,13514,8,99.6,0.28,"2016-10-16"
"Matilda The Musical",820658.76,-1303.14,79.65,10303,8,89.94,3.23,"2016-10-16"
"Oh Hello on Broadway",464656.4,48161.1,74.01,6278,8,86.14,2.91,"2016-10-16"
"On Your Feet!",815137.3,52894.5,92.21,8840,8,67.96,6.05,"2016-10-16"
"The Phantom of the Opera",971894.36,-18196.85,89.53,10856,8,84.55,-2.05,"2016-10-16"
"School of Rock – The Musical",1038479.32,-43372.48,93.56,11100,8,92.81,0.85,"2016-10-16"
"Something Rotten!",626929,-7076.5,78.23,8014,8,72.5,9.85,"2016-10-16"
"Waitress",961971.4,-5211.3,121.09,7944,8,95.02,1.73,"2016-10-16"
"Wicked",1653148,-66654,117.75,14039,8,97.12,1.46,"2016-10-16"
"Aladdin",1535611,224843,113.08,13580,8,98.29,1.01,"2016-10-09"
"An American in Paris",1119139.5,182103.5,93.52,11967,8,89.09,8.62,"2016-10-09"
"Beautiful: The Carole King Musical",990138.2,47886.7,120.57,8212,8,100.05,1.55,"2016-10-09"
"The Book of Mormon",1417234,96644,162.68,8712,8,102.16,0.11,"2016-10-09"
"Cats",1001791,110186,109.82,9122,8,82.93,1.74,"2016-10-09"
"The Cherry Orchard",334682.8,11715.2,75.75,4418,0,86.46,3.04,"2016-10-09"
"Chicago",620723.95,115180.2,85.02,7301,8,84.5,12.45,"2016-10-09"
"Cirque du Soleil Paramour",929646.25,133637.45,84.33,11024,8,72.68,7.39,"2016-10-09"
"The Color Purple",655311.94,-758.75,93.75,6990,8,83.14,-1.49,"2016-10-09"
"The Encounter",336865,38948.5,68.08,4948,8,81.92,-5.32,"2016-10-09"
"Falsettos",404429.7,156826.5,73.56,5498,0,84.27,5.69,"2016-10-09"
"Fiddler on the Roof",660543.7,163436.45,82.77,7980,8,58.44,14.25,"2016-10-09"
"The Front Page",1221425,137491,129.31,9446,0,100.32,-0.86,"2016-10-09"
"Hamilton",2214118,39368,205.87,10755,8,101.77,0.01,"2016-10-09"
"Heisenberg",334446,10708,66.65,5018,0,94.75,4.98,"2016-10-09"
"Holiday Inn The New Irving Berlin Musical",404314.7,40840,61.19,6607,5,82.75,6.13,"2016-10-09"
"The Humans",601756,59037.5,93.21,6456,8,77.97,-0.32,"2016-10-09"
"Jersey Boys",751871.49,61463.49,94.44,7961,8,81.04,7.25,"2016-10-09"
"Kinky Boots",814849.5,104572.5,98.16,8301,8,72.87,8.06,"2016-10-09"
"Les Liaisons Dangereuses",105177,0,135.19,778,0,100,0,"2016-10-09"
"The Lion King",2055928,193895,152.56,13476,8,99.32,1.6,"2016-10-09"
"Matilda The Musical",821961.9,167694.65,82.75,9933,8,86.71,9.68,"2016-10-09"
"Oh Hello on Broadway",416495.3,19934.1,68.66,6066,0,83.23,1.01,"2016-10-09"
"On Your Feet!",762242.8,45552.8,94.65,8053,8,61.91,4.85,"2016-10-09"
"The Phantom of the Opera",990091.21,146123.64,89.04,11120,8,86.6,13.16,"2016-10-09"
"School of Rock – The Musical",1081851.8,287396.29,98.36,10999,8,91.96,13.6,"2016-10-09"
"Something Rotten!",634005.5,109248,86.45,7334,8,62.65,-4.09,"2016-10-09"
"Waitress",967182.7,70289.4,124.01,7799,8,93.29,2.86,"2016-10-09"
"Wicked",1719802,351452,124.36,13829,8,95.66,11.2,"2016-10-09"
"Aladdin",1310768,38153.5,97.53,13440,8,97.28,1.65,"2016-10-02"
"An American in Paris",937036,58717.5,86.69,10809,8,80.47,6.1,"2016-10-02"
"Beautiful: The Carole King Musical",942251.5,1763.2,116.54,8085,8,98.5,-0.54,"2016-10-02"
"The Book of Mormon",1320590,26058.5,151.74,8703,8,102.05,-0.34,"2016-10-02"
"Cats",891605,-41631.5,99.83,8931,8,81.19,-5.23,"2016-10-02"
"The Cherry Orchard",322967.6,-32274.4,66.29,4872,0,83.42,0.13,"2016-10-02"
"Chicago",505543.75,19527.7,81.21,6225,8,72.05,2.17,"2016-10-02"
"Cirque du Soleil Paramour",796008.8,-4581.35,80.38,9903,8,65.29,1.05,"2016-10-02"
"The Color Purple",656070.69,-20113.34,92.2,7116,8,84.63,-0.4,"2016-10-02"
"The Encounter",297916.5,-27614,55.73,5346,5,87.24,-5.91,"2016-10-02"
"Falsettos",247603.2,0,83.45,2967,0,78.58,0,"2016-10-02"
"Fiddler on the Roof",497107.25,-16208.65,82.38,6034,8,44.19,-5.36,"2016-10-02"
"The Front Page",1083934,161936,130.03,8336,0,101.18,-0.45,"2016-10-02"
"Hamilton",2174750,-244692,202.23,10754,8,101.76,-0.01,"2016-10-02"
"Heisenberg",323738,56674,68.1,4754,0,89.77,-0.32,"2016-10-02"
"Holiday Inn The New Irving Berlin Musical",363474.7,3647,59.42,6117,0,76.62,11.14,"2016-10-02"
"The Humans",542718.5,-78484,83.73,6482,8,78.29,-6.13,"2016-10-02"
"Jersey Boys",690408,84311,95.24,7249,8,73.79,8.28,"2016-10-02"
"Kinky Boots",710277,-10773.5,96.2,7383,8,64.81,-0.6,"2016-10-02"
"Lewis Black: Black to the Future",152025,-5159,94.84,1603,1,98.59,1.85,"2016-10-02"
"The Lion King",1862033,72977,140.45,13258,8,97.72,-0.72,"2016-10-02"
"Matilda The Musical",654267.25,79837.09,74.14,8825,8,77.03,6.24,"2016-10-02"
"Oh Hello on Broadway",396561.2,149324.2,75.64,5243,0,82.22,-7.64,"2016-10-02"
"On Your Feet!",716690,-71802,96.55,7423,8,57.06,-5.01,"2016-10-02"
"The Phantom of the Opera",843967.57,22901.37,89.5,9430,8,73.44,0.67,"2016-10-02"
"School of Rock – The Musical",794455.51,87616.01,84.77,9372,8,78.36,6.89,"2016-10-02"
"Something Rotten!",524757.5,-1656.5,71.13,7377,8,66.74,1.32,"2016-10-02"
"Waitress",896893.3,20611.1,118.64,7560,8,90.43,1.78,"2016-10-02"
"Wicked",1368350,82802,112.08,12209,8,84.46,3.25,"2016-10-02"
"Aladdin",1272614.5,-102506,96.32,13212,8,95.63,-0.98,"2016-09-25"
"An American in Paris",878318.5,-81103,87.92,9990,8,74.37,-13.14,"2016-09-25"
"Beautiful: The Carole King Musical",940488.3,-21356.7,115.7,8129,8,99.04,-1.42,"2016-09-25"
"The Book of Mormon",1294531.5,9387.5,148.25,8732,8,102.39,0.35,"2016-09-25"
"Cats",933236.5,-78005.5,98.17,9506,8,86.42,-5.14,"2016-09-25"
"The Cherry Orchard",355242,119084.8,73.03,4864,0,83.29,-8.44,"2016-09-25"
"Chicago",486016.05,-144807.55,80.49,6038,8,69.88,-20.75,"2016-09-25"
"Cirque du Soleil Paramour",800590.15,-198794.3,82.16,9744,8,64.24,-19.75,"2016-09-25"
"The Color Purple",676184.03,-59336.63,94.58,7149,8,85.03,-12.14,"2016-09-25"
"The Encounter",325530.5,0,57.03,5708,0,93.15,0,"2016-09-25"
"Fiddler on the Roof",513315.9,-166430.2,75.86,6767,8,49.55,-13.95,"2016-09-25"
"The Front Page",921998,0,128.47,7177,0,101.63,0,"2016-09-25"
"Hamilton",2419442,260404,199.95,12100,9,101.77,0,"2016-09-25"
"Heisenberg",267064,0,63.97,4175,0,90.09,0,"2016-09-25"
"Holiday Inn The New Irving Berlin Musical",359827.7,-41311,68.83,5228,0,65.48,-7.18,"2016-09-25"
"The Humans",621202.5,-49764.7,88.87,6990,8,84.42,-5.82,"2016-09-25"
"Jersey Boys",606097,-141956.7,94.17,6436,8,65.51,-18.79,"2016-09-25"
"Kinky Boots",721050.5,-131838,96.76,7452,8,65.41,-17.61,"2016-09-25"
"Lewis Black: Black to the Future",157184,3003,99.93,1573,1,96.74,-0.98,"2016-09-25"
"The Lion King",1789056,-60009.5,133.95,13356,8,98.44,1.48,"2016-09-25"
"Matilda The Musical",574430.16,-172129.29,70.83,8110,8,70.79,-21.63,"2016-09-25"
"Oh Hello on Broadway",247237,0,100.67,2456,0,89.86,0,"2016-09-25"
"On Your Feet!",788492,-136643.5,97.66,8074,8,62.07,-13.89,"2016-09-25"
"The Phantom of the Opera",821066.2,-130215.6,87.87,9344,8,72.77,-18.62,"2016-09-25"
"School of Rock – The Musical",706839.5,-151006.1,82.69,8548,8,71.47,-8.71,"2016-09-25"
"Something Rotten!",526414,-92993.5,72.8,7231,8,65.42,-4,"2016-09-25"
"Waitress",876282.2,11493.3,118.24,7411,8,88.65,-1.06,"2016-09-25"
"Wicked",1285548,-214545.5,109.51,11739,8,81.21,-18.36,"2016-09-25"
"Aladdin",1375120.5,120734.5,103.02,13348,8,96.61,4.56,"2016-09-18"
"An American in Paris",959421.5,113248,81.63,11754,8,87.51,8.01,"2016-09-18"
"Beautiful: The Carole King Musical",961845,59886.4,116.64,8246,8,100.46,0.75,"2016-09-18"
"The Book of Mormon",1285144,54851,147.68,8702,8,102.04,0.12,"2016-09-18"
"Cats",1011242,52174.5,100.4,10072,8,91.56,3.16,"2016-09-18"
"The Cherry Orchard",236157.2,0,69.58,3394,0,91.73,0,"2016-09-18"
"Chicago",630823.6,32031.55,80.56,7830,8,90.63,1.61,"2016-09-18"
"Cirque du Soleil Paramour",999384.45,106587.4,78.45,12739,8,83.99,10.66,"2016-09-18"
"The Color Purple",735520.66,93064.86,90.03,8170,8,97.17,9.12,"2016-09-18"
"Fiddler on the Roof",679746.1,73212.72,78.39,8671,8,63.5,7.78,"2016-09-18"
"Hamilton",2159038,8809,200.75,10755,8,101.77,0.02,"2016-09-18"
"Holiday Inn The New Irving Berlin Musical",401138.7,124895.2,69.01,5813,0,72.66,13.72,"2016-09-18"
"The Humans",670967.2,96342.34,89.8,7472,8,90.24,13.36,"2016-09-18"
"Jersey Boys",748053.7,154068.7,90.32,8282,8,84.3,15.52,"2016-09-18"
"Kinky Boots",852888.5,149065.5,90.18,9458,8,83.02,13.48,"2016-09-18"
"Lewis Black: Black to the Future",154181,0,97.03,1589,1,97.72,0,"2016-09-18"
"The Lion King",1849065.5,136037,140.56,13155,8,96.96,2.07,"2016-09-18"
"Matilda The Musical",746559.45,110196.7,70.51,10588,8,92.42,14.66,"2016-09-18"
"On Your Feet!",925135.5,162119.5,93.63,9881,8,75.96,12.91,"2016-09-18"
"The Phantom of the Opera",951281.8,117493.6,81.07,11734,8,91.39,14.04,"2016-09-18"
"School of Rock – The Musical",857845.6,90609.76,89.45,9590,8,80.18,8.01,"2016-09-18"
"Something Rotten!",619407.5,94463,83.18,7447,8,69.42,7.94,"2016-09-18"
"Waitress",864788.9,94733.5,115.31,7500,8,89.71,10.85,"2016-09-18"
"Wicked",1500093.5,106926,97.78,15341,8,99.57,0.36,"2016-09-18"
"Aladdin",1254386,-194987,98.64,12717,8,92.05,-6.46,"2016-09-11"
"An American in Paris",846173.5,63488,79.24,10678,8,79.5,4.4,"2016-09-11"
"Beautiful: The Carole King Musical",901958.6,25429.1,110.21,8184,8,99.71,4.06,"2016-09-11"
"The Book of Mormon",1230293,-57725,141.54,8692,8,101.92,-0.51,"2016-09-11"
"Cats",959067.5,-34308,98.63,9724,8,88.4,1.95,"2016-09-11"
"Chicago",598792.05,23880.05,77.86,7691,8,89.02,8.49,"2016-09-11"
"Cirque du Soleil Paramour",892797.05,2042.45,80.27,11122,8,73.33,-3.66,"2016-09-11"
"The Color Purple",642455.8,-44245.24,86.78,7403,8,88.05,-2.77,"2016-09-11"
"Fiddler on the Roof",606533.38,-69470.65,79.71,7609,8,55.72,-7.29,"2016-09-11"
"Fun Home",521567.19,72729.43,94.5,5519,8,93.23,-0.17,"2016-09-11"
"Hamilton",2150229,58438,199.97,10753,8,101.75,0.01,"2016-09-11"
"Holiday Inn The New Irving Berlin Musical",276243.5,110851.3,66.95,4126,0,58.94,-13.19,"2016-09-11"
"The Humans",574624.86,25787.16,90.26,6366,8,76.88,-1.89,"2016-09-11"
"Jersey Boys",593985,55030,87.91,6757,8,68.78,6.33,"2016-09-11"
"Kinky Boots",703823,-20085.5,88.84,7922,8,69.54,1.04,"2016-09-11"
"The Lion King",1713028.5,-154660.5,133.05,12875,8,94.89,-3.3,"2016-09-11"
"Matilda The Musical",636362.75,-135186.05,71.44,8908,8,77.76,-4.23,"2016-09-11"
"On Your Feet!",763016,47174,93.04,8201,8,63.05,5.52,"2016-09-11"
"The Phantom of the Opera",833788.2,10727.6,83.95,9932,8,77.35,3.6,"2016-09-11"
"School of Rock – The Musical",767235.84,-305130.66,88.88,8632,8,72.17,-16.75,"2016-09-11"
"Something Rotten!",524944.5,-109060,79.59,6596,8,61.48,-5.92,"2016-09-11"
"Waitress",770055.4,-133382.7,116.8,6593,8,78.86,-12.85,"2016-09-11"
"Wicked",1393167.5,-15206.5,94.04,14814,8,99.21,15.37,"2016-09-11"
"An Act of God",424289.35,77705.8,89.4,4746,8,78.78,10.04,"2016-09-04"
"Aladdin",1449373,-24945,106.49,13610,8,98.51,2.02,"2016-09-04"
"An American in Paris",782685.5,86739,77.59,10088,8,75.1,5.97,"2016-09-04"
"Beautiful: The Carole King Musical",876529.5,126767.9,111.65,7851,8,95.65,7.58,"2016-09-04"
"The Book of Mormon",1288018,48649,147.45,8735,8,102.43,0.76,"2016-09-04"
"Cats",993375.5,96755.5,104.47,9509,8,86.45,-4.93,"2016-09-04"
"Chicago",574912,54952,82.63,6958,8,80.53,5.26,"2016-09-04"
"Cirque du Soleil Paramour",890754.6,337331.9,87.18,10218,7,76.99,8.22,"2016-09-04"
"The Color Purple",686701.04,37672.83,89.93,7636,8,90.82,8.68,"2016-09-04"
"The Curious Incident of the Dog in the Night-Time",677777.81,145869.81,87.67,7731,8,94.93,9.14,"2016-09-04"
"Fiddler on the Roof",676004.03,69453.03,78.57,8604,8,63.01,4.3,"2016-09-04"
"Fun Home",448837.76,40182.76,81.18,5529,8,93.4,5.02,"2016-09-04"
"Hamilton",2091791,37733,194.55,10752,8,101.74,-0.01,"2016-09-04"
"Holiday Inn The New Irving Berlin Musical",165392.2,0,57.33,2885,0,72.13,0,"2016-09-04"
"The Humans",548837.7,31765.7,84.15,6522,8,78.77,-3.96,"2016-09-04"
"Jersey Boys",538955,54484,87.85,6135,8,62.45,4.62,"2016-09-04"
"Kinky Boots",723908.5,72655.5,92.77,7803,8,68.5,4.96,"2016-09-04"
"Les Misérables",1326559,246560.4,118.34,11210,8,99.45,0.15,"2016-09-04"
"The Lion King",1867689,-65588,140.19,13323,8,98.19,-0.97,"2016-09-04"
"Matilda The Musical",771548.8,10616.47,82.14,9393,8,81.99,0.03,"2016-09-04"
"On Your Feet!",715842,29466.7,95.66,7483,8,57.53,-0.37,"2016-09-04"
"The Phantom of the Opera",823060.6,12574.47,86.92,9469,8,73.75,2.37,"2016-09-04"
"School of Rock – The Musical",1072366.5,116052.9,100.83,10635,8,88.92,7.47,"2016-09-04"
"Something Rotten!",634004.5,81703,78.18,8110,8,67.4,-2.83,"2016-09-04"
"Waitress",903438.1,25197.1,117.83,7667,8,91.71,-0.72,"2016-09-04"
"Wicked",1408374,-50488,116.2,12120,8,83.84,1.11,"2016-09-04"
"An Act of God",346583.55,46357.95,83.7,4141,8,68.74,0.04,"2016-08-28"
"Aladdin",1474318,-86946.5,110.59,13331,8,96.49,-0.73,"2016-08-28"
"An American in Paris",695946.5,58218.5,74.95,9286,8,69.13,4.71,"2016-08-28"
"Beautiful: The Carole King Musical",749761.6,41683,103.72,7229,8,88.07,6.26,"2016-08-28"
"The Book of Mormon",1239369,-19585,142.95,8670,8,101.67,-0.01,"2016-08-28"
"Cats",896620,-187672.5,101.95,8795,7,91.38,-0.95,"2016-08-28"
"Chicago",519960,-24524.58,79.96,6503,8,75.27,-2.43,"2016-08-28"
"Cirque du Soleil Paramour",553422.7,-383338.85,84.89,6519,5,68.77,-6.23,"2016-08-28"
"The Color Purple",649028.21,39390.62,93.98,6906,8,82.14,6.83,"2016-08-28"
"The Curious Incident of the Dog in the Night-Time",531908,61505.5,76.13,6987,8,85.79,6.96,"2016-08-28"
"Fiddler on the Roof",606551,-30419.32,75.66,8017,8,58.71,-2.57,"2016-08-28"
"Fun Home",408655,34223.36,78.11,5232,8,88.38,3.85,"2016-08-28"
"Hamilton",2054058,-11319,191.02,10753,8,101.75,0,"2016-08-28"
"The Humans",517072,14199,75.48,6850,8,82.73,7.28,"2016-08-28"
"Jersey Boys",484471,5996,85.28,5681,8,57.83,1.8,"2016-08-28"
"Kinky Boots",651253,16903,89.96,7239,8,63.54,3.97,"2016-08-28"
"Les Misérables",1079998.6,40243.6,96.49,11193,8,99.3,-0.27,"2016-08-28"
"The Lion King",1933277,-114732,143.7,13454,8,99.16,0.01,"2016-08-28"
"Matilda The Musical",760932.33,-39428.74,81.05,9389,8,81.96,-1.25,"2016-08-28"
"On Your Feet!",686375.3,36214.8,91.14,7531,8,57.9,3.97,"2016-08-28"
"The Phantom of the Opera",810486.13,-82626.16,88.43,9165,8,71.38,-5.88,"2016-08-28"
"School of Rock – The Musical",956313.6,-94865.3,98.16,9742,8,81.45,-5.12,"2016-08-28"
"Something Rotten!",552301.5,25920.5,73.31,7534,8,70.23,8.82,"2016-08-28"
"Waitress",878241,-22281.4,113.66,7727,8,92.43,0.22,"2016-08-28"
"Wicked",1458862,-116743,121.98,11960,8,82.73,-4.62,"2016-08-28"
"An Act of God",300225.6,-13979.25,82.91,3621,7,68.7,4.34,"2016-08-21"
"Aladdin",1561264.5,-101854.5,116.23,13432,8,97.22,1.04,"2016-08-21"
"An American in Paris",637728,-50034,73.7,8653,8,64.42,-3.41,"2016-08-21"
"Beautiful: The Carole King Musical",708078.6,-20163.5,105.45,6715,8,81.81,-1.39,"2016-08-21"
"The Book of Mormon",1258954,-47008.34,145.19,8671,8,101.68,-0.7,"2016-08-21"
"Cats",1084292.5,-24616.5,106.76,10156,8,92.33,-1.23,"2016-08-21"
"Chicago",544484.58,-27138.82,81.11,6713,8,77.7,-2.5,"2016-08-21"
"Cirque du Soleil Paramour",936761.55,-61105.7,82.35,11376,8,75,0.11,"2016-08-21"
"The Color Purple",609637.59,-108762.02,96.28,6332,8,75.31,-12.31,"2016-08-21"
"The Curious Incident of the Dog in the Night-Time",470402.5,6345,73.27,6420,8,78.83,0.16,"2016-08-21"
"Fiddler on the Roof",636970.32,-15312.27,76.11,8369,8,61.28,-1.93,"2016-08-21"
"Finding Neverland",720602.5,91708,75.9,9494,8,78.91,5.98,"2016-08-21"
"Fun Home",374431.64,-4810.36,74.83,5004,8,84.53,0.64,"2016-08-21"
"Hamilton",2065377,20282,192.07,10753,8,101.75,-0.03,"2016-08-21"
"The Humans",502873,-100897,80.5,6247,8,75.45,-11.92,"2016-08-21"
"Jersey Boys",478475,-51938,86.93,5504,8,56.03,-4.95,"2016-08-21"
"Kinky Boots",634350,-17083,93.48,6786,8,59.57,-2.9,"2016-08-21"
"Les Misérables",1039755,4358.5,92.65,11223,8,99.57,-0.18,"2016-08-21"
"The Lion King",2048009,-185885,152.23,13453,8,99.15,-0.24,"2016-08-21"
"Matilda The Musical",800361.07,-76462.53,83.97,9532,8,83.21,-7.06,"2016-08-21"
"On Your Feet!",650160.5,-53242,92.68,7015,8,53.93,-4.38,"2016-08-21"
"The Phantom of the Opera",893112.29,-106519.32,90.03,9920,8,77.26,-8.14,"2016-08-21"
"School of Rock – The Musical",1051178.9,-109515,101.52,10354,8,86.57,-8.26,"2016-08-21"
"Something Rotten!",526381,-57641,79.9,6588,8,61.41,-6.07,"2016-08-21"
"Waitress",900522.4,-89605.5,116.81,7709,8,92.21,-4.18,"2016-08-21"
"Wicked",1575605,-204059,124.78,12627,8,87.35,-8.14,"2016-08-21"
"An Act of God",314204.85,8182.05,81.04,3877,8,64.36,-3.03,"2016-08-14"
"Aladdin",1663119,-127367.5,125.16,13288,8,96.18,3.06,"2016-08-14"
"An American in Paris",687762,58036.5,75.49,9111,8,67.83,4.46,"2016-08-14"
"Beautiful: The Carole King Musical",728242.1,4289.8,106.64,6829,8,83.2,-0.23,"2016-08-14"
"The Book of Mormon",1305962.34,-20599.72,149.58,8731,8,102.38,-0.05,"2016-08-14"
"Cats",1108909,25900,107.74,10292,8,93.56,-0.44,"2016-08-14"
"Chicago",571623.4,37048.65,82.5,6929,8,80.2,5.42,"2016-08-14"
"Cirque du Soleil Paramour",997867.25,87525.55,87.84,11360,8,74.89,7.35,"2016-08-14"
"The Color Purple",718399.61,-37153.89,97.52,7367,8,87.62,-4.84,"2016-08-14"
"The Curious Incident of the Dog in the Night-Time",464057.5,-3448.5,72.43,6407,8,78.67,0.77,"2016-08-14"
"Fiddler on the Roof",652282.59,-10735.91,75.57,8632,8,63.21,-4.72,"2016-08-14"
"Finding Neverland",628894.5,8083,71.67,8775,8,72.93,1.89,"2016-08-14"
"Fun Home",379242,-682.2,76.37,4966,8,83.89,-0.25,"2016-08-14"
"Hamilton",2045095,-17767,190.14,10756,8,101.78,0,"2016-08-14"
