"SHOW","THIS.WEEK.GROSS...POTENTIAL.GROSS","DIFF..","AVG.TICKET...TOP.TICKET","SEATS.SOLD...SEATS.IN.THEATRE","PERFS.PREVIEWS","X..CAP","DIFF...CAP","WEEK.DATE"
"West Side Story",1356456,433733,106.56,12729,8,93.76,20.93,"2009-12-27"
"Wicked",2092745,487954,144.61,14472,8,100,1.25,"2009-12-27"
"Wishful Drinking",208609,-77921,46.09,4526,8,56.35,-4.37,"2009-12-27"
"The 39 Steps",175546,8980,65.07,2698,8,57.26,2.4,"2009-12-20"
"Billy Elliot: The Musical",1314722,-102516,122.54,10729,8,94.38,-4.22,"2009-12-20"
"Burn the Floor",299534,-33153,58.78,5096,8,61.02,-2.31,"2009-12-20"
"Bye Bye Birdie",527782,-6644,74.47,7087,8,86.34,1.84,"2009-12-20"
"Chicago",528598,9063,80.13,6597,8,76.35,1.36,"2009-12-20"
"Fela!",571489,49977,77.52,7372,8,89.47,2.07,"2009-12-20"
"Finian's Rainbow",518196,-85618,65.31,7935,8,58.31,-8.71,"2009-12-20"
"God of Carnage",423571,-125337,79.31,5341,8,61.93,-17.71,"2009-12-20"
"Hair",624892,-41592,88.69,7046,8,62.38,-3.49,"2009-12-20"
"In the Heights",586536,9600,77.66,7553,8,69.17,5.69,"2009-12-20"
"In the Next Room",175078,-60403,50.59,3461,8,48.12,-11.08,"2009-12-20"
"Irving Berlin's White Christmas",1107916,-160280,107.16,10339,9,71.13,-6.66,"2009-12-20"
"Jersey Boys",1159833,-68113,118.64,9776,8,100,-0.94,"2009-12-20"
"The Lion King",1489984,61338,117.15,12719,8,96.12,-1.74,"2009-12-20"
"A Little Night Music",938459,251779,125.23,7494,8,100.62,0.87,"2009-12-20"
"Mamma Mia!",765079,-137327,84.46,9058,8,75.58,-8.89,"2009-12-20"
"Mary Poppins",779883,-24964,77.27,10093,8,70.21,-2.05,"2009-12-20"
"Memphis",517091,-143796,74.95,6899,8,58.66,-12.9,"2009-12-20"
"Next to Normal",315524,-7612,69.29,4554,8,73.74,0.84,"2009-12-20"
"The Phantom of the Opera",751459,-45747,88.55,8486,8,65.68,-6.09,"2009-12-20"
"Race",558628,-46781,87.59,6378,8,75.35,-6.81,"2009-12-20"
"Ragtime",540830,23089,63.09,8572,8,75.51,11,"2009-12-20"
"Rock of Ages",572253,-36605,93.26,6136,8,76.93,0.01,"2009-12-20"
"Shrek the Musical",841292,50523,77.73,10823,8,78.07,5.89,"2009-12-20"
"South Pacific",598560,-125591,102.46,5842,8,70.15,-12.64,"2009-12-20"
"Superior Donuts",210268,-23017,52.23,4026,8,50.78,0.19,"2009-12-20"
"West Side Story",922723,-26731,93.33,9887,8,72.83,-1.97,"2009-12-20"
"Wicked",1604791,-19609,112.29,14291,8,98.75,-0.69,"2009-12-20"
"Wishful Drinking",286530,-69106,58.75,4877,8,60.72,-11.16,"2009-12-20"
"The 39 Steps",166566,-13275,64.44,2585,8,54.86,-4.99,"2009-12-13"
"Billy Elliot: The Musical",1417238,-9709,126.44,11209,8,98.6,0.9,"2009-12-13"
"Burn the Floor",332687,26729,62.9,5289,8,63.33,5.83,"2009-12-13"
"Bye Bye Birdie",534426,-40030,77.05,6936,8,84.5,-2.18,"2009-12-13"
"Chicago",519535,-14116,80.19,6479,8,74.99,-1.43,"2009-12-13"
"Fela!",521512,106520,72.41,7202,8,87.4,7.97,"2009-12-13"
"Finian's Rainbow",603814,14647,66.21,9120,8,67.02,1.29,"2009-12-13"
"God of Carnage",548908,-8623,79.92,6868,8,79.64,10.77,"2009-12-13"
"Hair",666484,3968,89.57,7441,8,65.87,1.63,"2009-12-13"
"In the Heights",576936,7494,83.23,6932,8,63.48,0.28,"2009-12-13"
"In the Next Room",235481,8777,55.3,4258,8,59.2,1.71,"2009-12-13"
"Irving Berlin's White Christmas",1268196,166338,112.16,11307,9,77.79,1.53,"2009-12-13"
"Jersey Boys",1227946,1074,124.44,9868,8,100.94,-0.04,"2009-12-13"
"The Lion King",1428646,72386,110.33,12949,8,97.86,2.74,"2009-12-13"
"A Little Night Music",686680,-102729,105.63,6501,1,99.75,4.15,"2009-12-13"
"Mamma Mia!",902406,-47733,89.14,10123,8,84.47,0.66,"2009-12-13"
"Mary Poppins",804847,-3777,77.48,10388,8,72.26,2.72,"2009-12-13"
"Memphis",660887,10308,78.54,8415,8,71.56,-0.27,"2009-12-13"
"Next to Normal",323136,-17068,71.78,4502,8,72.9,0.51,"2009-12-13"
"The Phantom of the Opera",797206,84271,85.97,9273,8,71.77,7.67,"2009-12-13"
"Race",605409,109890,87.06,6954,8,82.16,-5.12,"2009-12-13"
"Ragtime",517741,37451,70.7,7323,8,64.51,7.47,"2009-12-13"
"Rock of Ages",608858,15745,99.24,6135,8,76.92,-0.5,"2009-12-13"
"The Royal Family",184471,36351,43.26,4264,8,82,14.54,"2009-12-13"
"Shrek the Musical",790769,25305,79.02,10007,8,72.18,3.25,"2009-12-13"
"South Pacific",724151,11721,105.03,6895,8,82.79,2.25,"2009-12-13"
"Superior Donuts",233285,6500,58.16,4011,8,50.59,2.36,"2009-12-13"
"West Side Story",949454,-192,93.5,10155,8,74.8,1.76,"2009-12-13"
"Wicked",1624400,88800,112.88,14391,8,99.44,4.79,"2009-12-13"
"Wishful Drinking",355636,-2799,61.6,5773,8,71.88,0.14,"2009-12-13"
"The 39 Steps",179841,-5020,63.77,2820,8,59.85,5.88,"2009-12-06"
"After Miss Julie",280046,68049,53.29,5255,8,88.77,12.93,"2009-12-06"
"Billy Elliot: The Musical",1426947,-147555,128.47,11107,8,97.7,-2.3,"2009-12-06"
"Burn the Floor",305958,-5359,63.71,4802,8,57.5,5.81,"2009-12-06"
"Bye Bye Birdie",574456,-222164,80.74,7115,8,86.68,-10.79,"2009-12-06"
"Chicago",533651,-42488,80.82,6603,8,76.42,-1.11,"2009-12-06"
"Fela!",414992,-95379,72.46,5727,7,79.43,-6.9,"2009-12-06"
"Finian's Rainbow",589167,16057,65.87,8945,8,65.73,11.81,"2009-12-06"
"God of Carnage",557531,51398,93.88,5939,8,68.87,8.07,"2009-12-06"
"Hair",662516,-226424,91.29,7257,8,64.24,-15.12,"2009-12-06"
"In the Heights",569442,-171995,82.52,6901,8,63.2,-4.8,"2009-12-06"
"In the Next Room",226704,75977,54.83,4135,8,57.49,9.8,"2009-12-06"
"Irving Berlin's White Christmas",1101858,348823,111.83,9853,8,76.26,22.75,"2009-12-06"
"Jersey Boys",1226872,-96873,124.28,9872,8,100.98,0.43,"2009-12-06"
"The Lion King",1356260,-336814,107.76,12586,8,95.12,-4.93,"2009-12-06"
"A Little Night Music",789409,35173,126.71,6230,0,95.6,5.7,"2009-12-06"
"Mamma Mia!",950139,-22679,94.6,10044,8,83.81,1.52,"2009-12-06"
"Mary Poppins",808624,-259647,80.89,9997,8,69.54,-11.61,"2009-12-06"
"Memphis",650579,36639,77.02,8447,8,71.83,8.33,"2009-12-06"
"Next to Normal",340204,-35654,76.09,4471,8,72.39,-3.32,"2009-12-06"
"Oleanna",163737,33959,49.86,3284,8,51.06,19.03,"2009-12-06"
"The Phantom of the Opera",712935,-304078,86.08,8282,8,64.1,-20.53,"2009-12-06"
"Race",495519,47104,67.08,7387,1,87.28,19.98,"2009-12-06"
"Ragtime",480290,-75024,74.18,6475,8,57.04,1.09,"2009-12-06"
"Rock of Ages",593113,-47521,96.05,6175,8,77.42,-2.72,"2009-12-06"
"The Royal Family",148120,-12950,42.22,3508,8,67.46,1,"2009-12-06"
"Shrek the Musical",765464,-260171,80.1,9556,8,68.93,-7.17,"2009-12-06"
"South Pacific",712430,-93014,106.22,6707,8,80.54,-10.48,"2009-12-06"
"A Steady Rain",1292210,92636,149.04,8670,8,101.19,0.05,"2009-12-06"
"Superior Donuts",226785,11446,59.31,3824,8,48.23,5.95,"2009-12-06"
"West Side Story",949646,-256589,95.77,9916,8,73.04,-10.45,"2009-12-06"
"Wicked",1535600,-550535,112.1,13698,8,94.65,-5.35,"2009-12-06"
"Wishful Drinking",358435,65214,62.21,5762,8,71.74,0.45,"2009-12-06"
"The 39 Steps",184861,42585,72.69,2543,8,53.97,-1.19,"2009-11-29"
"After Miss Julie",211997,-17022,47.22,4490,8,75.84,2.12,"2009-11-29"
"Billy Elliot: The Musical",1574502,277436,138.5,11368,8,100,5.28,"2009-11-29"
"Burn the Floor",311317,-9168,72.11,4317,8,51.69,-16.08,"2009-11-29"
"Bye Bye Birdie",796620,204216,99.58,8000,8,97.47,2.83,"2009-11-29"
"Chicago",576139,171024,86,6699,8,77.53,15.93,"2009-11-29"
"Fela!",510371,260761,71.74,7114,8,86.33,-9.2,"2009-11-29"
"Finian's Rainbow",573110,40819,78.11,7337,8,53.92,-8.88,"2009-11-29"
"God of Carnage",506133,8354,96.53,5243,8,60.8,-1.72,"2009-11-29"
"Hair",888940,292638,99.16,8965,8,79.36,16.55,"2009-11-29"
"In the Heights",741437,216143,99.84,7426,8,68,7.38,"2009-11-29"
"In the Next Room",150727,6996,43.94,3430,8,47.69,-13.86,"2009-11-29"
"Irving Berlin's White Christmas",753035,218592,96.83,7777,9,53.51,-3.82,"2009-11-29"
"Jersey Boys",1323745,174119,134.66,9830,8,100.55,0.07,"2009-11-29"
"The Lion King",1693074,502008,127.89,13239,8,100.05,12.12,"2009-11-29"
"A Little Night Music",754236,0,128.73,5859,0,89.9,0,"2009-11-29"
"Mamma Mia!",972818,229138,98.64,9862,8,82.29,7.57,"2009-11-29"
"Mary Poppins",1068271,409474,91.57,11666,8,81.15,13.55,"2009-11-29"
"Memphis",613940,-26497,82.21,7468,8,63.5,-15.47,"2009-11-29"
"Next to Normal",375858,33975,80.38,4676,8,75.71,0.92,"2009-11-29"
"Oleanna",129778,-19646,63,2060,8,32.03,-11.02,"2009-11-29"
"The Phantom of the Opera",1017013,361497,93.01,10934,8,84.63,19.52,"2009-11-29"
"Race",448415,-70937,78.72,5696,0,67.3,-17.81,"2009-11-29"
"Ragtime",555314,135955,87.44,6351,8,55.95,-3.37,"2009-11-29"
"Rock of Ages",640634,80003,100.22,6392,8,80.14,0.01,"2009-11-29"
"The Royal Family",161070,-40817,46.61,3456,8,66.46,1.98,"2009-11-29"
"Shrek the Musical",1025635,445397,97.21,10551,8,76.1,18.16,"2009-11-29"
"South Pacific",805444,153796,106.26,7580,8,91.02,12.83,"2009-11-29"
"A Steady Rain",1199574,28715,138.42,8666,8,101.14,0.24,"2009-11-29"
"Superior Donuts",215339,-7529,64.24,3352,8,42.28,-1.58,"2009-11-29"
"West Side Story",1206235,256498,106.43,11334,8,83.49,8.64,"2009-11-29"
"Wicked",2086135,656129,144.15,14472,8,100,7.8,"2009-11-29"
"Wishful Drinking",293221,-91857,51.21,5726,8,71.29,-8.25,"2009-11-29"
"The 39 Steps",142276,-55005,54.74,2599,8,55.16,-11.95,"2009-11-22"
"After Miss Julie",229019,-445,52.48,4364,8,73.72,0.27,"2009-11-22"
"Billy Elliot: The Musical",1297066,-90764,120.46,10768,8,94.72,-4.51,"2009-11-22"
"Burn the Floor",320485,-5315,56.62,5660,8,67.77,2.47,"2009-11-22"
"Bye Bye Birdie",592404,-43046,76.26,7768,8,94.64,-3.73,"2009-11-22"
"Chicago",405115,-39701,76.12,5322,8,61.6,-6.48,"2009-11-22"
"Fela!",249610,-14535,36.24,6888,0,95.53,9.27,"2009-11-22"
"Finian's Rainbow",532291,-23778,62.29,8546,8,62.8,-5.85,"2009-11-22"
"God of Carnage",497779,-609523,92.32,5392,8,62.52,-39.72,"2009-11-22"
"Hair",596302,-162525,84.05,7095,8,62.81,-13.85,"2009-11-22"
"In the Heights",525294,-125903,79.35,6620,8,60.62,-10.32,"2009-11-22"
"In the Next Room",143731,-18891,32.47,4427,5,61.55,-9.87,"2009-11-22"
"Irving Berlin's White Christmas",534443,200034,72.15,7407,0,57.33,-1.85,"2009-11-22"
"Jersey Boys",1149626,-41772,117.03,9823,8,100.48,-0.59,"2009-11-22"
"The Lion King",1191066,24579,102.37,11635,8,87.93,1,"2009-11-22"
"Mamma Mia!",743680,-67920,83.05,8955,8,74.72,-6.28,"2009-11-22"
"Mary Poppins",658797,-36200,67.79,9718,8,67.6,0.37,"2009-11-22"
"Memphis",640437,-31848,68.96,9287,8,78.97,-6.19,"2009-11-22"
"Next to Normal",341883,-52621,74.02,4619,8,74.79,-7.14,"2009-11-22"
"Oleanna",149424,-92575,53.96,2769,8,43.05,-21.61,"2009-11-22"
"The Phantom of the Opera",655516,-109253,77.93,8412,8,65.11,-11.81,"2009-11-22"
"Race",519352,0,72.09,7204,0,85.11,0,"2009-11-22"
"Ragtime",419359,-47130,62.27,6734,8,59.32,-27.64,"2009-11-22"
"Rock of Ages",560631,-48117,87.72,6391,8,80.13,-8.99,"2009-11-22"
"The Royal Family",201887,-57956,60.21,3353,8,64.48,-23.87,"2009-11-22"
"Shrek the Musical",580238,-1556,72.23,8033,8,57.94,1.8,"2009-11-22"
"South Pacific",651648,-62018,100.07,6512,8,78.19,-6.3,"2009-11-22"
"A Steady Rain",1170859,-31302,135.44,8645,8,100.9,-0.23,"2009-11-22"
"Superior Donuts",222868,-35022,64.1,3477,8,43.86,-5.17,"2009-11-22"
"West Side Story",949737,-22114,93.46,10162,8,74.85,-4.19,"2009-11-22"
"Wicked",1430006,-119322,107.17,13343,8,92.2,-6.82,"2009-11-22"
"Wishful Drinking",385078,-26010,60.27,6389,8,79.54,-6.6,"2009-11-22"
"The 39 Steps",197281,16971,62.39,3162,8,67.11,5.08,"2009-11-15"
"After Miss Julie",229464,-15790,52.77,4348,8,73.45,-1.33,"2009-11-15"
"Billy Elliot: The Musical",1387830,6018,123.03,11280,8,99.23,0.3,"2009-11-15"
"Burn the Floor",325800,31306,59.74,5454,8,65.3,5.07,"2009-11-15"
"Bye Bye Birdie",635450,17649,78.7,8074,8,98.37,2.33,"2009-11-15"
"Chicago",444816,-39439,75.62,5882,8,68.08,-4.23,"2009-11-15"
"Fela!",264145,28126,42.47,6219,0,86.26,7.84,"2009-11-15"
"Finian's Rainbow",556069,-280,59.52,9342,8,68.65,-6.61,"2009-11-15"
"God of Carnage",1107302,221096,125.59,8817,8,102.24,-0.03,"2009-11-15"
"Hair",758827,34996,87.63,8659,8,76.66,4.71,"2009-11-15"
"In the Heights",651197,27151,84.06,7747,8,70.94,1.28,"2009-11-15"
"In the Next Room",162622,20416,30.87,5268,0,71.42,23.03,"2009-11-15"
"Irving Berlin's White Christmas",334409,0,69.97,4779,0,59.18,0,"2009-11-15"
"Jersey Boys",1191398,12053,120.57,9881,8,101.07,-0.11,"2009-11-15"
"The Lion King",1166487,-77902,101.41,11503,8,86.93,-5.15,"2009-11-15"
"Mamma Mia!",811600,-153948,83.61,9707,8,81,-8.48,"2009-11-15"
"Mary Poppins",694997,-51050,71.91,9665,8,67.23,-6.55,"2009-11-15"
"Memphis",672285,58568,67.13,10015,8,85.16,5.04,"2009-11-15"
"Next to Normal",394504,13097,77.97,5060,8,81.93,2.9,"2009-11-15"
"Oleanna",241999,8688,58.19,4159,8,64.66,1.1,"2009-11-15"
"The Phantom of the Opera",764769,-3772,76.95,9938,8,76.92,1.99,"2009-11-15"
"Ragtime",466489,2507,47.25,9872,1,86.96,15.73,"2009-11-15"
"Rock of Ages",608748,19610,85.64,7108,8,89.12,4.83,"2009-11-15"
"The Royal Family",259843,29949,56.56,4594,8,88.35,3.77,"2009-11-15"
"Shrek the Musical",581794,-143503,74.75,7783,8,56.14,-20.57,"2009-11-15"
"South Pacific",713666,9051,101.43,7036,8,84.49,0.12,"2009-11-15"
"A Steady Rain",1202161,909,138.74,8665,8,101.13,0.02,"2009-11-15"
"Superior Donuts",257890,-50567,66.35,3887,8,49.03,-12.15,"2009-11-15"
"West Side Story",971851,38704,90.56,10731,8,79.04,2.71,"2009-11-15"
"Wicked",1549328,38161,108.12,14330,8,99.02,2.04,"2009-11-15"
"Wishful Drinking",411088,24176,59.41,6919,8,86.14,5.75,"2009-11-15"
"The 39 Steps",180310,41689,61.69,2923,8,62.03,6.49,"2009-11-08"
"After Miss Julie",245254,32756,55.4,4427,8,74.78,1,"2009-11-08"
"Billy Elliot: The Musical",1381812,24544,122.87,11246,8,98.93,-0.13,"2009-11-08"
"Burn the Floor",294494,95455,58.55,5030,8,60.23,9.66,"2009-11-08"
"Bye Bye Birdie",617801,59043,78.37,7883,8,96.04,4.14,"2009-11-08"
"Chicago",484255,31443,77.51,6248,8,72.31,6.26,"2009-11-08"
"Fela!",236019,35209,41.74,5654,0,78.42,0.63,"2009-11-08"
"Finian's Rainbow",556349,185346,54.32,10242,8,75.26,1.54,"2009-11-08"
"God of Carnage",886206,-104998,114.84,7717,7,102.27,0.61,"2009-11-08"
"Hair",723831,96659,89.05,8128,8,71.95,6.32,"2009-11-08"
"In the Heights",624046,131583,82.04,7607,8,69.66,10.48,"2009-11-08"
"In the Next Room",142206,21556,39.84,3569,0,48.39,3.16,"2009-11-08"
"Jersey Boys",1179345,66994,119.23,9891,8,101.18,1.1,"2009-11-08"
"The Lion King",1244389,108021,102.13,12184,8,92.08,3.88,"2009-11-08"
"Mamma Mia!",965548,42872,90.04,10723,8,89.48,-1.02,"2009-11-08"
"Mary Poppins",746047,175841,70.34,10606,8,73.78,12.91,"2009-11-08"
"Memphis",613717,128611,65.14,9422,8,80.12,19.94,"2009-11-08"
"Next to Normal",381407,70257,78.14,4881,8,79.03,3.84,"2009-11-08"
"Oleanna",233311,40379,57.07,4088,8,63.56,10.64,"2009-11-08"
"The Phantom of the Opera",768541,26126,79.39,9681,8,74.93,-3.46,"2009-11-08"
"Ragtime",463982,99058,57.38,8086,0,71.23,9.46,"2009-11-08"
"Rock of Ages",589138,134711,87.63,6723,8,84.29,5.62,"2009-11-08"
"The Royal Family",229894,12061,52.27,4398,8,84.58,13.14,"2009-11-08"
"Shrek the Musical",725297,279880,68.2,10635,8,76.71,21.14,"2009-11-08"
"South Pacific",704615,95614,100.29,7026,8,84.37,10.47,"2009-11-08"
"A Steady Rain",1201252,13797,138.66,8663,8,101.11,-0.05,"2009-11-08"
"Superior Donuts",308457,29491,63.6,4850,8,61.18,1.37,"2009-11-08"
"West Side Story",933147,75646,90.05,10363,8,76.33,3.98,"2009-11-08"
"Wicked",1511167,21619,107.67,14035,8,96.98,-1.85,"2009-11-08"
"Wishful Drinking",386912,56258,59.92,6457,8,80.39,11.42,"2009-11-08"
"The 39 Steps",138621,-71331,52.97,2617,8,55.54,-10.44,"2009-11-01"
"After Miss Julie",212498,-3865,48.65,4368,8,73.78,-10.14,"2009-11-01"
"Billy Elliot: The Musical",1357268,-72062,120.53,11261,8,99.06,-0.98,"2009-11-01"
"Brighton Beach Memoirs",119561,-5159,27.99,4272,8,44.46,-16.42,"2009-11-01"
"Burn the Floor",199039,-102306,47.12,4224,8,50.57,-13.21,"2009-11-01"
"Bye Bye Birdie",558758,-79366,74.08,7543,8,91.9,-7.23,"2009-11-01"
"Chicago",452812,-162635,79.34,5707,8,66.05,-22.19,"2009-11-01"
"Fela!",200810,-18306,35.8,5609,0,77.79,-3.71,"2009-11-01"
"Finian's Rainbow",371003,25936,36.98,10032,4,73.72,-3.29,"2009-11-01"
"God of Carnage",991204,90290,113.06,8767,8,101.66,-0.58,"2009-11-01"
"Hair",627172,-228176,84.6,7413,8,65.63,-19.63,"2009-11-01"
"In the Heights",492463,-232045,76.2,6463,8,59.18,-21.34,"2009-11-01"
"In the Next Room",120650,64449,36.17,3336,0,45.23,-1.14,"2009-11-01"
"Jersey Boys",1112351,-63082,113.69,9784,8,100.08,-1.17,"2009-11-01"
"The Lion King",1136368,-155479,97.37,11671,8,88.2,-7.92,"2009-11-01"
"Mamma Mia!",922676,-57725,85.08,10845,8,90.5,-4.01,"2009-11-01"
"Mary Poppins",570206,-130815,65.16,8751,8,60.87,-8.77,"2009-11-01"
"Memphis",485106,-43796,68.55,7077,8,60.18,-23.27,"2009-11-01"
"Next to Normal",311150,-109674,67,4644,8,75.19,-11.29,"2009-11-01"
"Oleanna",192932,-72145,56.68,3404,8,52.92,-14.07,"2009-11-01"
"The Phantom of the Opera",742415,-66280,73.3,10128,8,78.39,-4.88,"2009-11-01"
"Ragtime",364924,94763,52.04,7012,0,61.77,-17.29,"2009-11-01"
"Rock of Ages",454427,-147141,72.42,6275,8,78.67,-8.59,"2009-11-01"
"The Royal Family",217833,-39387,58.64,3715,8,71.44,-15.02,"2009-11-01"
"Shrek the Musical",445417,-52396,57.82,7704,8,55.57,-5.22,"2009-11-01"
"South Pacific",609001,-175182,98.96,6154,8,73.9,-17.99,"2009-11-01"
"A Steady Rain",1187455,-26528,137.01,8667,8,101.16,-0.1,"2009-11-01"
"Superior Donuts",278966,-54039,58.83,4742,8,59.81,-5.98,"2009-11-01"
"West Side Story",857501,0,87.3,9822,8,72.35,0,"2009-11-01"
"Wicked",1489548,-36224,104.15,14302,8,98.83,-0.89,"2009-11-01"
"Wishful Drinking",330654,-60599,59.68,5540,8,68.97,-10.76,"2009-11-01"
"The 39 Steps",209952,-19173,67.53,3109,8,65.98,-5.96,"2009-10-25"
"After Miss Julie",216363,5555,43.55,4968,5,83.92,-3.24,"2009-10-25"
"Billy Elliot: The Musical",1429330,-26194,125.69,11372,8,100.04,0.03,"2009-10-25"
"Brighton Beach Memoirs",124720,1374,21.32,5849,1,60.88,11.32,"2009-10-25"
"Burn the Floor",301345,-82033,56.57,5327,8,63.78,-6.05,"2009-10-25"
"Bye Bye Birdie",638124,86722,78.42,8137,8,99.13,-1.91,"2009-10-25"
"Chicago",615447,-67598,80.72,7624,8,88.24,-5.38,"2009-10-25"
"Fela!",219116,0,43.5,5037,0,81.5,0,"2009-10-25"
"Finian's Rainbow",345067,-15689,37.63,9170,0,77.01,4.89,"2009-10-25"
"God of Carnage",900914,-104832,116.77,7715,7,102.24,0.29,"2009-10-25"
"Hair",855348,-49300,88.81,9631,8,85.26,-2.17,"2009-10-25"
"In the Heights",724508,-37457,82.4,8793,8,80.52,-1.38,"2009-10-25"
"In the Next Room",56201,0,32.87,1710,0,46.37,0,"2009-10-25"
"Jersey Boys",1175433,15247,118.75,9898,8,101.25,-0.02,"2009-10-25"
"The Lion King",1291847,-82025,101.57,12719,8,96.12,-1.94,"2009-10-25"
"Mamma Mia!",980401,-68939,86.56,11326,8,94.51,-3.22,"2009-10-25"
"Mary Poppins",701021,-118845,70.02,10012,8,69.64,-14.51,"2009-10-25"
"Memphis",528902,-16799,53.89,9814,8,83.45,-7.77,"2009-10-25"
"Next to Normal",420824,-47581,78.79,5341,8,86.48,-6.04,"2009-10-25"
"Oleanna",265077,-6080,61.52,4309,8,66.99,-6.88,"2009-10-25"
"The Phantom of the Opera",808695,-139849,75.16,10759,8,83.27,-11.99,"2009-10-25"
"Ragtime",270161,0,48.17,5609,0,79.06,0,"2009-10-25"
"Rock of Ages",601568,-37350,86.43,6960,8,87.26,-5.49,"2009-10-25"
"The Royal Family",257220,-11304,57.21,4496,8,86.46,-2.25,"2009-10-25"
"Shrek the Musical",497813,-85591,59.07,8428,8,60.79,2.61,"2009-10-25"
"South Pacific",784183,-14280,102.47,7653,8,91.89,-1.24,"2009-10-25"
"A Steady Rain",1213983,-25300,139.92,8676,8,101.26,0.05,"2009-10-25"
"Superior Donuts",333005,-19466,63.84,5216,8,65.79,-2.42,"2009-10-25"
"Wicked",1525772,-28789,105.73,14431,8,99.72,-0.28,"2009-10-25"
"Wishful Drinking",391253,-5423,61.1,6404,8,79.73,-2.57,"2009-10-25"
"The 39 Steps",229125,-15605,67.59,3390,8,71.94,-4.48,"2009-10-18"
"After Miss Julie",210808,13691,40.85,5160,0,87.16,12.99,"2009-10-18"
"Billy Elliot: The Musical",1455524,-1939,128.03,11369,8,100.01,-0.02,"2009-10-18"
"Brighton Beach Memoirs",123346,-8641,25.9,4762,0,49.56,-6.73,"2009-10-18"
"Burn the Floor",383378,-17163,65.74,5832,8,69.83,-1.63,"2009-10-18"
"Bye Bye Birdie",551402,-11747,66.49,8293,5,101.04,1.56,"2009-10-18"
"Chicago",683045,-24249,84.44,8089,8,93.62,1.54,"2009-10-18"
"Finian's Rainbow",360756,136002,42.01,8587,0,72.12,-0.12,"2009-10-18"
"God of Carnage",1005746,110585,114.39,8792,8,101.95,-0.16,"2009-10-18"
"Hair",904648,90659,91.6,9876,8,87.43,3.75,"2009-10-18"
"In the Heights",761965,-16026,85.2,8943,8,81.9,2.89,"2009-10-18"
"Jersey Boys",1160186,-7010,117.19,9900,8,101.27,0.05,"2009-10-18"
"The Lion King",1373872,-39639,105.89,12975,8,98.06,-1.99,"2009-10-18"
"Mamma Mia!",1049340,-7943,89.6,11712,8,97.73,4.02,"2009-10-18"
"Mary Poppins",819866,-39305,67.77,12097,8,84.15,1.3,"2009-10-18"
"Memphis",545701,67226,50.87,10728,0,91.22,6.36,"2009-10-18"
"Next to Normal",468405,7345,81.98,5714,8,92.52,1.2,"2009-10-18"
"Oleanna",271157,24482,57.07,4751,8,73.87,-18.14,"2009-10-18"
"The Phantom of the Opera",948544,30781,77.07,12307,8,95.26,3.13,"2009-10-18"
"Rock of Ages",638918,-22291,86.36,7398,8,92.75,-0.03,"2009-10-18"
"The Royal Family",268524,68861,58.21,4613,8,88.71,-6.14,"2009-10-18"
"Shrek the Musical",583404,-86602,72.33,8066,8,58.18,-11.7,"2009-10-18"
"South Pacific",798463,21728,102.95,7756,8,93.13,3.16,"2009-10-18"
"A Steady Rain",1239283,-36823,142.91,8672,8,101.21,-0.16,"2009-10-18"
"Superior Donuts",352471,25035,65.18,5408,8,68.21,2.72,"2009-10-18"
"West Side Story",1073830,-43300,95,11304,8,83.26,-3.48,"2009-10-18"
"Wicked",1554561,1916,107.42,14472,8,100,0,"2009-10-18"
"Wishful Drinking",396676,39761,60.01,6610,8,82.3,0.8,"2009-10-18"
"The 39 Steps",244730,52300,67.96,3601,8,76.42,14.75,"2009-10-11"
"After Miss Julie",197117,-3665,44.89,4391,0,74.17,-1.57,"2009-10-11"
"Billy Elliot: The Musical",1457463,64193,128.17,11371,8,100.03,-0.01,"2009-10-11"
"Brighton Beach Memoirs",131987,92232,24.41,5408,0,56.29,1.51,"2009-10-11"
"Burn the Floor",400541,46364,67.11,5968,8,71.46,3.96,"2009-10-11"
"Bye Bye Birdie",563149,20447,68.97,8165,0,99.48,2.37,"2009-10-11"
"Chicago",707294,174934,88.9,7956,8,92.08,10.52,"2009-10-11"
"Finian's Rainbow",224754,0,45.73,4915,0,72.24,0,"2009-10-11"
"God of Carnage",895161,-74871,116.18,7705,7,102.11,0.22,"2009-10-11"
"Hair",813989,80983,86.11,9453,8,83.68,12.03,"2009-10-11"
"In the Heights",777991,137625,90.17,8628,8,79.01,6,"2009-10-11"
"Jersey Boys",1167196,24350,117.96,9895,8,101.22,-0.05,"2009-10-11"
"The Lion King",1413511,251657,106.78,13238,8,100.05,13.53,"2009-10-11"
"Mamma Mia!",1057283,143169,94.15,11230,8,93.71,4.1,"2009-10-11"
"Mary Poppins",859171,256441,72.13,11911,8,82.85,22.04,"2009-10-11"
"Memphis",478475,82974,47.95,9979,0,84.86,5.23,"2009-10-11"
"Next to Normal",461060,67960,81.75,5640,8,91.32,5.24,"2009-10-11"
"Oleanna",246675,-36570,42.42,5815,1,92.01,9.97,"2009-10-11"
"The Phantom of the Opera",917763,149630,77.1,11903,8,92.13,13.28,"2009-10-11"
"Rock of Ages",661209,85093,89.35,7400,8,92.78,6.21,"2009-10-11"
"The Royal Family",199663,0,40.48,4932,5,94.85,0,"2009-10-11"
"Shrek the Musical",670006,158659,69.16,9688,8,69.88,12.47,"2009-10-11"
"South Pacific",776735,66236,103.66,7493,8,89.97,5.64,"2009-10-11"
